User ID,Install Date,Install Month,Install Week,Days Since Install,Acquisition Source,Country,Platform,Age Group,Day 1 Retained,Day 7 Retained,Day 30 Retained,Total Sessions,Avg Session Duration (min),Total Playtime (hours),Levels Completed,Tutorial Completed,Ads Watched,Friends Invited,Guild Joined,Is Payer,Number of Purchases,First Purchase Day,Total Revenue,LTV Day 7,LTV Day 30,LTV Day 90,LTV Day 180,LTV Day 365,Predicted LTV,User Segment,Sessions Per Day,Revenue Per Session,Engagement Score
user_000318,2025-10-04,2025-10,2025-09-29/2025-10-05,88,Organic,JP,iOS,45-54,No,No,No,11,16.5,3.0,5,Yes,8,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,Medium Value,0.12,0.0,22.4
user_000319,2025-10-13,2025-10,2025-10-13/2025-10-19,79,Apple Search,JP,Android,25-34,No,No,No,6,7.8,0.8,5,Yes,5,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,Medium Value,0.08,0.0,19.7
user_000320,2025-04-07,2025-04,2025-04-07/2025-04-13,268,Cross Promo,JP,Android,25-34,Yes,No,No,2,7.0,0.2,3,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,High Value (Whale),0.01,0.0,25.5
user_000321,2025-10-11,2025-10,2025-10-06/2025-10-12,81,Influencer,US,iOS,25-34,Yes,No,No,5,9.2,0.8,2,Yes,4,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,Low Value,0.06,0.0,29.0
user_000322,2025-11-13,2025-11,2025-11-10/2025-11-16,48,Organic,BR,iOS,18-24,Yes,No,No,6,4.5,0.4,4,Yes,1,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,Low Value,0.12,0.0,29.7
user_000323,2025-10-31,2025-10,2025-10-27/2025-11-02,61,Influencer,UK,Android,35-44,Yes,No,No,8,5.4,0.7,8,Yes,3,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,Low Value,0.13,0.0,31.0
user_000324,2025-05-27,2025-05,2025-05-26/2025-06-01,218,Google Ads,DE,iOS,25-34,Yes,No,No,21,4.8,1.7,23,No,12,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,Low Value,0.1,0.0,25.5
user_000325,2025-01-04,2025-01,2024-12-30/2025-01-05,361,Facebook Ads,US,iOS,25-34,No,No,No,11,15.6,2.9,8,No,8,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,Medium Value,0.03,0.0,12.4
user_000326,2025-02-04,2025-02,2025-02-03/2025-02-09,330,Facebook Ads,CA,iOS,45-54,No,No,No,4,7.9,0.5,4,No,1,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,Low Value,0.01,0.0,8.0
user_000327,2025-07-11,2025-07,2025-07-07/2025-07-13,173,Apple Search,US,iOS,18-24,No,No,No,6,17.3,1.7,10,Yes,2,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,Medium Value,0.03,0.0,19.7
user_000328,2025-02-18,2025-02,2025-02-17/2025-02-23,316,Facebook Ads,BR,Android,45-54,Yes,No,No,7,7.0,0.8,5,Yes,4,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,Low Value,0.02,0.0,30.4
user_000329,2025-01-17,2025-01,2025-01-13/2025-01-19,348,Facebook Ads,AU,Android,18-24,No,No,No,3,18.7,0.9,4,Yes,3,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,Low Value,0.01,0.0,16.9
user_000330,2025-06-21,2025-06,2025-06-16/2025-06-22,193,Facebook Ads,CN,Android,45-54,No,No,No,3,19.6,1.0,5,Yes,3,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,Low Value,0.02,0.0,16.9
user_000331,2025-08-08,2025-08,2025-08-04/2025-08-10,145,Google Ads,AU,Android,25-34,Yes,No,No,24,12.2,4.9,18,No,12,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,Low Value,0.17,0.0,26.1
user_000332,2025-06-07,2025-06,2025-06-02/2025-06-08,207,Organic,UK,Android,18-24,No,No,No,3,9.3,0.5,1,Yes,2,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,Low Value,0.01,0.0,16.9
user_000333,2025-02-15,2025-02,2025-02-10/2025-02-16,319,Influencer,US,Android,35-44,No,No,No,2,14.6,0.5,2,Yes,3,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.84,Low Value,0.01,0.0,15.5
user_000334,2025-01-06,2025-01,2025-01-06/2025-01-12,359,Google Ads,US,iOS,45-54,No,No,No,1,33.7,0.6,0,Yes,1,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.31,Medium Value,0.0,0.0,13.5
user_000335,2025-04-09,2025-04,2025-04-07/2025-04-13,266,Google Ads,JP,Android,25-34,No,No,No,1,12.4,0.2,2,No,2,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.96,Medium Value,0.0,0.0,3.5
user_000336,2025-08-21,2025-08,2025-08-18/2025-08-24,132,Organic,US,iOS,35-44,No,No,No,19,26.3,8.3,19,Yes,11,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,Low Value,0.14,0.0,25.0
user_000337,2025-02-06,2025-02,2025-02-03/2025-02-09,328,Google Ads,CN,iOS,55+,No,No,No,2,4.1,0.1,3,No,2,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,Low Value,0.01,0.0,5.5
user_000338,2025-10-07,2025-10,2025-10-06/2025-10-12,85,Organic,JP,iOS,18-24,No,No,No,8,6.0,0.8,9,No,7,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,Medium Value,0.09,0.0,11.0
user_000339,2025-12-15,2025-12,2025-12-15/2025-12-21,16,Organic,BR,iOS,45-54,No,No,No,1,8.4,0.1,2,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,Low Value,0.06,0.0,13.5
user_000340,2025-10-29,2025-10,2025-10-27/2025-11-02,63,Facebook Ads,JP,iOS,25-34,No,No,No,1,26.0,0.4,1,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,Medium Value,0.02,0.0,13.5
user_000341,2025-06-30,2025-06,2025-06-30/2025-07-06,184,Facebook Ads,KR,iOS,25-34,No,No,No,5,14.2,1.2,3,Yes,5,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,Low Value,0.03,0.0,19.0
user_000342,2025-04-05,2025-04,2025-03-31/2025-04-06,270,Google Ads,AU,Android,25-34,No,No,No,3,14.9,0.7,1,No,1,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,Low Value,0.01,0.0,6.9
user_000343,2025-04-09,2025-04,2025-04-07/2025-04-13,266,Organic,US,iOS,25-34,Yes,No,No,42,8.0,5.6,35,Yes,19,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,Low Value,0.16,0.0,38.8
user_000344,2025-07-07,2025-07,2025-07-07/2025-07-13,177,Facebook Ads,CN,Android,18-24,Yes,No,No,39,9.1,5.9,35,Yes,20,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.34,Low Value,0.22,0.0,38.4
user_000345,2025-04-26,2025-04,2025-04-21/2025-04-27,249,Organic,CN,Android,25-34,Yes,No,No,28,17.6,8.2,21,Yes,11,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,Low Value,0.11,0.0,36.8
user_000346,2025-07-10,2025-07,2025-07-07/2025-07-13,174,Cross Promo,US,Android,25-34,No,No,No,8,14.8,2.0,7,Yes,2,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,Low Value,0.05,0.0,21.0
user_000347,2025-09-10,2025-09,2025-09-08/2025-09-14,112,Google Ads,DE,iOS,35-44,No,No,No,10,12.3,2.0,7,Yes,7,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,Low Value,0.09,0.0,22.0
user_000348,2025-06-10,2025-06,2025-06-09/2025-06-15,204,Google Ads,JP,Android,35-44,Yes,No,No,30,5.2,2.6,25,No,16,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,Medium Value,0.15,0.0,27.2
user_000349,2025-09-13,2025-09,2025-09-08/2025-09-14,109,Facebook Ads,CN,iOS,25-34,No,No,No,3,18.3,0.9,2,Yes,1,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.84,Medium Value,0.03,0.0,16.9
user_000350,2025-11-19,2025-11,2025-11-17/2025-11-23,42,Organic,UK,Android,25-34,Yes,No,No,6,9.9,1.0,4,Yes,5,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,Low Value,0.14,0.0,29.7
user_000351,2025-05-08,2025-05,2025-05-05/2025-05-11,237,Cross Promo,KR,Android,55+,No,No,No,7,12.5,1.4,7,Yes,4,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,Low Value,0.03,0.0,20.4
user_000352,2025-01-18,2025-01,2025-01-13/2025-01-19,347,Organic,CN,iOS,25-34,Yes,No,No,7,10.8,1.2,4,No,10,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,Low Value,0.02,0.0,20.4
user_000353,2025-10-08,2025-10,2025-10-06/2025-10-12,84,Facebook Ads,US,iOS,18-24,No,No,No,1,6.5,0.1,1,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,Low Value,0.01,0.0,13.5
user_000354,2025-08-11,2025-08,2025-08-11/2025-08-17,142,Google Ads,CN,iOS,25-34,No,No,No,1,11.5,0.2,2,Yes,3,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,Low Value,0.01,0.0,13.5
user_000355,2025-02-23,2025-02,2025-02-17/2025-02-23,311,Organic,IN,Android,35-44,No,No,No,4,7.4,0.5,3,Yes,3,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,Low Value,0.01,0.0,18.0
user_000356,2025-02-27,2025-02,2025-02-24/2025-03-02,307,Apple Search,IN,Android,18-24,Yes,No,No,5,6.0,0.5,4,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,Low Value,0.02,0.0,29.0
user_000357,2025-11-19,2025-11,2025-11-17/2025-11-23,42,Facebook Ads,BR,Android,25-34,Yes,No,No,9,6.5,1.0,9,Yes,5,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,Low Value,0.21,0.0,31.5
user_000358,2025-12-26,2025-12,2025-12-22/2025-12-28,5,Organic,KR,iOS,45-54,No,No,No,6,7.5,0.8,3,No,6,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,Low Value,1.2,0.0,9.7
user_000359,2025-06-23,2025-06,2025-06-23/2025-06-29,191,Organic,AU,iOS,25-34,No,No,No,7,5.3,0.6,9,Yes,1,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.18,Low Value,0.04,0.0,20.4
user_000360,2025-10-07,2025-10,2025-10-06/2025-10-12,85,Organic,JP,iOS,25-34,No,No,No,1,7.4,0.1,0,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,Low Value,0.01,0.0,13.5
user_000361,2025-04-24,2025-04,2025-04-21/2025-04-27,251,Influencer,UK,Android,45-54,No,No,No,9,34.8,5.2,12,Yes,7,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,Low Value,0.04,0.0,21.5
user_000362,2025-10-15,2025-10,2025-10-13/2025-10-19,77,Google Ads,US,iOS,18-24,No,No,No,1,15.3,0.3,1,Yes,1,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,Medium Value,0.01,0.0,13.5
user_000363,2025-12-08,2025-12,2025-12-08/2025-12-14,23,Organic,AU,iOS,35-44,Yes,No,No,85,15.3,21.7,72,Yes,37,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,Low Value,3.7,0.0,42.3
user_000364,2025-05-31,2025-05,2025-05-26/2025-06-01,214,Organic,CN,Android,25-34,No,No,No,2,8.1,0.3,2,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,Low Value,0.01,0.0,15.5
user_000365,2025-05-07,2025-05,2025-05-05/2025-05-11,238,Google Ads,CN,Android,18-24,Yes,No,No,7,33.4,3.9,1,Yes,2,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,Low Value,0.03,0.0,30.4
user_000366,2025-06-04,2025-06,2025-06-02/2025-06-08,210,Google Ads,US,Android,18-24,Yes,No,No,51,29.4,25.0,47,Yes,21,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,Low Value,0.24,0.0,39.8
user_000367,2025-09-30,2025-09,2025-09-29/2025-10-05,92,Facebook Ads,CN,iOS,35-44,No,No,No,1,4.8,0.1,1,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,Low Value,0.01,0.0,13.5
user_000368,2025-04-14,2025-04,2025-04-14/2025-04-20,261,Facebook Ads,CN,Android,18-24,No,No,No,2,16.3,0.5,2,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,Low Value,0.01,0.0,15.5
user_000369,2025-10-26,2025-10,2025-10-20/2025-10-26,66,Organic,CN,Android,25-34,Yes,No,No,8,19.8,2.6,5,No,7,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,Medium Value,0.12,0.0,21.0
user_000370,2025-09-03,2025-09,2025-09-01/2025-09-07,119,Google Ads,JP,Android,55+,No,No,No,2,17.2,0.6,2,Yes,3,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,Low Value,0.02,0.0,15.5
user_000371,2025-06-25,2025-06,2025-06-23/2025-06-29,189,Cross Promo,KR,iOS,35-44,No,No,No,9,17.1,2.6,5,Yes,6,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,Medium Value,0.05,0.0,21.5
user_000372,2025-02-08,2025-02,2025-02-03/2025-02-09,326,Organic,US,iOS,25-34,Yes,No,No,37,11.0,6.8,33,Yes,18,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,Medium Value,0.11,0.0,38.2
user_000373,2025-06-19,2025-06,2025-06-16/2025-06-22,195,Google Ads,KR,iOS,18-24,No,No,No,4,14.9,1.0,2,Yes,3,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,Low Value,0.02,0.0,18.0
user_000374,2025-09-04,2025-09,2025-09-01/2025-09-07,118,Facebook Ads,US,Android,25-34,No,No,No,23,6.2,2.4,13,Yes,12,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,Low Value,0.19,0.0,25.9
user_000375,2025-01-26,2025-01,2025-01-20/2025-01-26,339,Facebook Ads,JP,iOS,25-34,No,No,No,9,17.9,2.7,10,Yes,2,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.89,Medium Value,0.03,0.0,21.5
user_000376,2025-12-21,2025-12,2025-12-15/2025-12-21,10,Organic,US,Android,55+,Yes,No,No,22,17.2,6.3,18,Yes,11,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,Low Value,2.2,0.0,35.7
user_000377,2025-11-02,2025-11,2025-10-27/2025-11-02,59,Apple Search,US,Android,55+,No,No,No,1,8.1,0.1,1,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,Low Value,0.02,0.0,13.5
user_000378,2025-01-13,2025-01,2025-01-13/2025-01-19,352,Facebook Ads,US,Android,25-34,No,No,No,3,17.1,0.8,2,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,Medium Value,0.01,0.0,16.9
user_000379,2025-11-12,2025-11,2025-11-10/2025-11-16,49,Facebook Ads,CA,iOS,18-24,No,No,No,1,13.0,0.2,0,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,Low Value,0.02,0.0,13.5
user_000380,2025-11-09,2025-11,2025-11-03/2025-11-09,52,Facebook Ads,DE,Android,45-54,Yes,No,No,7,15.6,1.8,11,Yes,5,0,No,Yes,4,1,3.61,0.14,1.04,2.19,3.01,3.61,3.38,Medium Value,0.13,0.52,30.4
user_000381,2025-02-05,2025-02,2025-02-03/2025-02-09,329,Organic,JP,Android,35-44,Yes,No,No,23,16.2,6.2,17,Yes,14,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,Medium Value,0.07,0.0,35.9
user_000382,2025-06-22,2025-06,2025-06-16/2025-06-22,192,Organic,DE,iOS,25-34,No,No,No,1,21.7,0.4,0,No,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.23,High Value (Whale),0.01,0.0,3.5
user_000383,2025-01-20,2025-01,2025-01-20/2025-01-26,345,Google Ads,UK,Android,25-34,Yes,No,No,1,22.7,0.4,0,Yes,1,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,Low Value,0.0,0.0,23.5
user_000384,2025-11-17,2025-11,2025-11-17/2025-11-23,44,Organic,CA,iOS,25-34,No,No,No,3,15.8,0.8,0,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Low Value,0.07,0.0,16.9
user_000385,2025-09-21,2025-09,2025-09-15/2025-09-21,101,Google Ads,US,Android,45-54,No,No,No,1,23.7,0.4,3,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,Low Value,0.01,0.0,13.5
user_000386,2025-05-22,2025-05,2025-05-19/2025-05-25,223,Facebook Ads,JP,iOS,18-24,Yes,No,No,18,11.4,3.4,15,Yes,18,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.37,High Value (Whale),0.08,0.0,34.7
user_000387,2025-05-23,2025-05,2025-05-19/2025-05-25,222,Facebook Ads,AU,Android,35-44,No,No,No,11,24.7,4.5,6,Yes,4,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22,Low Value,0.05,0.0,22.4
user_000388,2025-04-02,2025-04,2025-03-31/2025-04-06,273,Facebook Ads,JP,Android,18-24,Yes,No,No,4,10.9,0.7,0,Yes,3,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,High Value (Whale),0.01,0.0,28.0
user_000389,2025-12-20,2025-12,2025-12-15/2025-12-21,11,Facebook Ads,US,iOS,45-54,Yes,No,No,9,12.4,1.9,9,Yes,7,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,Low Value,0.82,0.0,31.5
user_000390,2025-11-18,2025-11,2025-11-17/2025-11-23,43,Organic,US,Android,25-34,No,No,No,12,17.7,3.5,9,Yes,15,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.99,High Value (Whale),0.28,0.0,22.8
user_000391,2025-10-15,2025-10,2025-10-13/2025-10-19,77,Facebook Ads,US,Android,18-24,Yes,No,No,24,9.5,3.8,16,Yes,12,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,Low Value,0.31,0.0,36.1
user_000392,2025-08-03,2025-08,2025-07-28/2025-08-03,150,Google Ads,AU,Android,18-24,No,No,No,1,7.2,0.1,1,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,Low Value,0.01,0.0,13.5
user_000393,2025-12-08,2025-12,2025-12-08/2025-12-14,23,Google Ads,JP,iOS,25-34,No,No,No,2,18.6,0.6,2,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.63,Medium Value,0.09,0.0,15.5
user_000394,2025-02-20,2025-02,2025-02-17/2025-02-23,314,Organic,CA,iOS,18-24,No,No,No,7,17.9,2.1,7,No,5,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.61,Low Value,0.02,0.0,10.4
user_000395,2025-06-02,2025-06,2025-06-02/2025-06-08,212,Facebook Ads,AU,Android,35-44,Yes,No,No,21,17.4,6.1,15,Yes,11,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,Low Value,0.1,0.0,35.5
user_000396,2025-07-05,2025-07,2025-06-30/2025-07-06,179,Organic,UK,iOS,25-34,No,No,No,1,10.6,0.2,1,No,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.39,Low Value,0.01,0.0,3.5
user_000397,2025-03-04,2025-03,2025-03-03/2025-03-09,302,Organic,US,Android,18-24,Yes,No,No,1,8.4,0.1,1,Yes,1,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,Low Value,0.0,0.0,23.5
user_000398,2025-07-09,2025-07,2025-07-07/2025-07-13,175,Organic,US,iOS,25-34,Yes,No,No,22,4.6,1.7,15,Yes,14,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,Low Value,0.13,0.0,35.7
user_000399,2025-05-05,2025-05,2025-05-05/2025-05-11,240,Influencer,KR,iOS,25-34,No,No,No,4,6.6,0.4,2,Yes,2,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,Low Value,0.02,0.0,18.0
user_000400,2025-05-30,2025-05,2025-05-26/2025-06-01,215,Organic,KR,Android,25-34,Yes,No,No,1,29.5,0.5,1,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,Low Value,0.0,0.0,23.5
user_000401,2025-11-10,2025-11,2025-11-10/2025-11-16,51,Organic,UK,Android,25-34,No,No,No,18,14.4,4.3,11,No,12,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,Low Value,0.35,0.0,14.7
user_000402,2025-02-27,2025-02,2025-02-24/2025-03-02,307,Organic,KR,Android,25-34,No,No,No,1,16.0,0.3,2,No,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,Low Value,0.0,0.0,3.5
user_000403,2025-12-08,2025-12,2025-12-08/2025-12-14,23,Organic,CA,Android,25-34,Yes,No,No,9,22.9,3.4,5,Yes,5,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,Low Value,0.39,0.0,31.5
user_000404,2025-11-01,2025-11,2025-10-27/2025-11-02,60,Google Ads,DE,Android,18-24,No,No,No,1,17.6,0.3,0,No,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,Low Value,0.02,0.0,3.5
user_000405,2025-06-29,2025-06,2025-06-23/2025-06-29,185,Organic,CN,Android,18-24,No,No,No,8,5.4,0.7,5,Yes,7,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,Low Value,0.04,0.0,21.0
user_000406,2025-06-19,2025-06,2025-06-16/2025-06-22,195,Organic,IN,Android,18-24,No,No,No,16,20.5,5.5,18,Yes,11,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,Low Value,0.08,0.0,24.2
user_000407,2025-11-22,2025-11,2025-11-17/2025-11-23,39,Google Ads,US,Android,35-44,No,No,No,1,7.6,0.1,0,No,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,Low Value,0.03,0.0,3.5
user_000408,2025-09-28,2025-09,2025-09-22/2025-09-28,94,Facebook Ads,US,Android,25-34,Yes,No,No,6,31.8,3.2,3,Yes,3,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.91,High Value (Whale),0.06,0.0,29.7
user_000409,2025-02-23,2025-02,2025-02-17/2025-02-23,311,Google Ads,US,iOS,25-34,No,No,No,6,16.8,1.7,3,Yes,3,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,Medium Value,0.02,0.0,19.7
user_000410,2025-04-11,2025-04,2025-04-07/2025-04-13,264,Google Ads,US,Android,35-44,No,No,No,3,19.5,1.0,1,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,Low Value,0.01,0.0,16.9
user_000411,2025-09-21,2025-09,2025-09-15/2025-09-21,101,Organic,DE,iOS,25-34,Yes,No,No,2,10.7,0.4,1,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.81,Low Value,0.02,0.0,25.5
user_000412,2025-02-22,2025-02,2025-02-17/2025-02-23,312,Google Ads,JP,iOS,25-34,Yes,No,No,52,15.2,13.1,47,Yes,26,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,Low Value,0.17,0.0,39.9
user_000413,2025-03-01,2025-03,2025-02-24/2025-03-02,305,Organic,KR,iOS,18-24,No,No,No,4,23.6,1.6,6,Yes,2,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,Low Value,0.01,0.0,18.0
user_000414,2025-04-18,2025-04,2025-04-14/2025-04-20,257,Facebook Ads,AU,iOS,35-44,No,No,No,1,29.6,0.5,2,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,Low Value,0.0,0.0,13.5
user_000415,2025-01-05,2025-01,2024-12-30/2025-01-05,360,Facebook Ads,US,iOS,35-44,No,No,No,3,19.4,1.0,2,Yes,3,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,Medium Value,0.01,0.0,16.9
user_000416,2025-04-13,2025-04,2025-04-07/2025-04-13,262,Organic,DE,Android,35-44,Yes,No,No,13,15.0,3.2,10,No,8,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,Low Value,0.05,0.0,23.2
user_000417,2025-07-15,2025-07,2025-07-14/2025-07-20,169,Google Ads,US,Android,45-54,No,No,No,3,8.9,0.4,1,Yes,4,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,Low Value,0.02,0.0,16.9
user_000418,2025-09-19,2025-09,2025-09-15/2025-09-21,103,Influencer,JP,iOS,35-44,No,No,No,3,17.2,0.9,3,No,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,Medium Value,0.03,0.0,6.9
user_000419,2025-12-31,2025-12,2025-12-29/2026-01-04,0,Cross Promo,DE,Android,45-54,Yes,Yes,No,57,6.3,6.0,46,Yes,32,0,No,Yes,1,0,135.27,20.81,45.79,70.13,96.42,135.27,128.76,High Value (Whale),57.0,2.37,70.3
user_000420,2025-12-16,2025-12,2025-12-15/2025-12-21,15,Google Ads,CA,Android,25-34,No,No,No,2,18.0,0.6,2,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,Low Value,0.13,0.0,15.5
user_000421,2025-02-16,2025-02,2025-02-10/2025-02-16,318,Facebook Ads,JP,Android,25-34,No,No,No,1,20.7,0.3,0,Yes,0,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,Low Value,0.0,0.0,13.5
user_000422,2025-12-21,2025-12,2025-12-15/2025-12-21,10,Organic,US,iOS,55+,No,No,No,5,8.3,0.7,5,Yes,4,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,Low Value,0.5,0.0,19.0
user_000423,2025-11-07,2025-11,2025-11-03/2025-11-09,54,Organic,JP,Android,45-54,Yes,No,No,31,17.9,9.3,21,Yes,12,0,No,No,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,Medium Value,0.57,0.0,37.3
